,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Location,Device
1311,A2311,dataanalyticscourse,165.0,3759.0,231.62,23.0,0.0,0.0,1052.0,hyderbad,mobile
1312,A2312,dataanalyticscourse,156.0,4476.0,186.68,17.0,10.0,0.033,1372.0,hydrebad,tablet
1313,A2313,dataanalyticscourse,166.0,5749.0,236.52,11.0,5.0,0.036,1780.0,hyderabad,desktop
1314,A2314,dataanlyticscourse,134.0,5166.0,191.92,10.0,3.0,0.037,1526.0,hydrebad,mobile
1315,A2315,dataanalyticscourse,103.0,3687.0,194.73,27.0,4.0,0.0,1347.0,hyderabad,tablet
1316,A2316,dataanalytciscourse,95.0,4939.0,219.43,26.0,3.0,0.032,1785.0,hyderabad,mobile
1317,A2317,dataanalyticscourse,155.0,3180.0,229.63,15.0,8.0,0.052,1832.0,hyderabad,desktop
1318,A2318,dataanlyticscourse,184.0,3981.0,193.25,16.0,3.0,0.035,1359.0,hyderabad,tablet
1319,A2319,dataanalyticscourse,186.0,3392.0,218.16,29.0,7.0,0.038,1012.0,hyderabad,desktop
1320,A2320,dataanlyticscourse,93.0,3160.0,220.75,30.0,8.0,0.086,1472.0,hyderabad,desktop
1321,A2321,dataanlyticscourse,138.0,4699.0,202.54,26.0,9.0,0.065,1133.0,hyderabad,tablet
1322,A2322,dataanalyticscourse,96.0,3730.0,217.61,16.0,4.0,0.042,1283.0,hyderabad,desktop
1323,A2323,dataanalyticscourse,127.0,5221.0,226.67,17.0,3.0,0.0,1384.0,hydrebad,tablet
1324,A2324,dataanalytciscourse,92.0,3299.0,188.58,11.0,9.0,0.098,1678.0,hyderabad,desktop
1325,A2325,dataanalyticscourse,156.0,5634.0,247.45,16.0,5.0,0.032,1925.0,hydrebad,tablet
1326,A2326,dataanalytciscourse,113.0,5991.0,211.28,16.0,3.0,0.027,1499.0,hydrebad,tablet
1327,A2327,dataanalyticscourse,84.0,3917.0,233.19,13.0,10.0,0.049,0.0,hyderbad,desktop
1328,A2328,dataanalyticscourse,189.0,5335.0,181.46,27.0,9.0,0.048,1734.0,hyderabad,mobile
1329,A2329,dataanlyticscourse,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,hyderabad,tablet
1330,A2330,dataanlyticscourse,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,hyderabad,desktop
1331,A2331,dataanalyticscourse,105.0,5156.0,201.01,25.0,10.0,0.0,1472.0,hydrebad,desktop
1332,A2332,dataanalytciscourse,86.0,5060.0,249.4,15.0,4.0,0.047,1761.0,hyderbad,tablet
1333,A2333,dataanalytciscourse,93.0,5178.0,245.13,14.0,5.0,0.054,1080.0,hydrebad,mobile
1334,A2334,dataanalytciscourse,180.0,3076.0,227.91,12.0,10.0,0.056,0.0,hydrebad,desktop
1335,A2335,dataanalytciscourse,156.0,3218.0,235.69,28.0,6.0,0.038,1289.0,hyderabad,tablet
1336,A2336,dataanlyticscourse,124.0,4682.0,207.53,20.0,3.0,0.033,1550.0,hydrebad,tablet
1337,A2337,dataanalyticscourse,177.0,3592.0,205.25,29.0,9.0,0.051,1271.0,hyderabad,desktop
1338,A2338,dataanalyticscourse,156.0,3506.0,242.9,13.0,0.0,0.0,1208.0,hyderabad,desktop
1339,A2339,dataanalyticscourse,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,hyderabad,tablet
1340,A2340,dataanalytciscourse,178.0,0.0,203.6,12.0,3.0,0.017,1155.0,hyderabad,tablet
1341,A2341,dataanalytciscourse,153.0,3953.0,237.56,20.0,6.0,0.053,1388.0,hyderabad,tablet
1342,A2342,dataanalyticscourse,187.0,4891.0,223.99,14.0,8.0,0.043,1014.0,hydrebad,mobile
1343,A2343,dataanalyticscourse,155.0,4976.0,183.21,10.0,5.0,0.053,1554.0,hyderabad,tablet
1344,A2344,dataanalyticscourse,90.0,5781.0,200.71,28.0,5.0,0.046,0.0,hydrebad,mobile
1345,A2345,dataanalytciscourse,172.0,3001.0,210.62,14.0,4.0,0.023,1192.0,hyderabad,tablet
1346,A2346,dataanalyticscourse,92.0,5728.0,224.5,14.0,9.0,0.098,1876.0,hyderabad,tablet
1347,A2347,dataanlyticscourse,162.0,5103.0,188.15,13.0,9.0,0.056,1264.0,hyderabad,mobile
1348,A2348,dataanalyticscourse,193.0,3131.0,198.1,22.0,5.0,0.035,1870.0,hydrebad,tablet
1349,A2349,dataanalytciscourse,0.0,3547.0,238.34,13.0,5.0,0.0,1130.0,hyderabad,desktop
1350,A2350,dataanalytciscourse,185.0,4070.0,200.95,21.0,5.0,0.027,1503.0,hyderabad,mobile
1351,A2351,dataanalytciscourse,117.0,3350.0,243.68,23.0,5.0,0.056,1204.0,hyderabad,desktop
1352,A2352,dataanalyticscourse,123.0,4976.0,244.49,14.0,4.0,0.033,1579.0,hyderbad,desktop
1353,A2353,dataanalyticscourse,181.0,5612.0,203.66,17.0,3.0,0.017,0.0,hyderabad,tablet
1354,A2354,dataanalytciscourse,118.0,4390.0,214.04,24.0,8.0,0.068,1071.0,hyderabad,tablet
1355,A2355,dataanalyticscourse,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,hyderabad,mobile
1356,A2356,dataanalyticscourse,175.0,4295.0,195.17,18.0,6.0,0.0,1939.0,hyderabad,tablet
1357,A2357,dataanalyticscourse,130.0,3332.0,202.06,14.0,5.0,0.038,1184.0,hyderabad,desktop
1358,A2358,dataanalytciscourse,92.0,4082.0,186.29,25.0,5.0,0.054,1046.0,hyderbad,tablet
1359,A2359,dataanlyticscourse,159.0,4464.0,204.86,27.0,3.0,0.0,1963.0,hyderbad,tablet
1360,A2360,dataanalyticscourse,193.0,5263.0,240.5,18.0,6.0,0.054,1670.0,hyderabad,tablet
1361,A2361,dataanlyticscourse,98.0,4371.0,246.23,25.0,7.0,0.071,1114.0,hyderabad,tablet
1362,A2362,dataanalyticscourse,176.0,3657.0,209.44,19.0,3.0,0.017,1171.0,hydrebad,desktop
1363,A2363,dataanalyticscourse,182.0,5833.0,243.72,20.0,5.0,0.027,1206.0,hydrebad,desktop
1364,A2364,dataanalytciscourse,85.0,3077.0,200.16,11.0,10.0,0.118,1876.0,hyderabad,mobile
1365,A2365,dataanalytciscourse,98.0,3646.0,239.05,14.0,6.0,0.034,1586.0,hydrebad,desktop
1366,A2366,dataanalyticscourse,160.0,3139.0,230.55,28.0,5.0,0.031,1449.0,hyderabad,desktop
1367,A2367,dataanalytciscourse,179.0,4005.0,232.47,16.0,10.0,0.056,1553.0,hyderabad,desktop
1368,A2368,dataanalyticscourse,0.0,4315.0,196.3,24.0,5.0,0.0,1364.0,hyderabad,mobile
1369,A2369,dataanalyticscourse,195.0,3876.0,187.59,28.0,3.0,0.0,1828.0,hyderbad,mobile
1370,A2370,dataanalyticscourse,197.0,3174.0,0.0,22.0,7.0,0.036,1527.0,hyderbad,tablet
1371,A2371,dataanalyticscourse,92.0,5550.0,226.38,28.0,8.0,0.087,1322.0,hyderabad,tablet
1372,A2372,dataanalyticscourse,90.0,3526.0,211.39,10.0,3.0,0.037,1395.0,hyderbad,desktop
1373,A2373,dataanalyticscourse,149.0,3192.0,0.0,0.0,4.0,0.038,1708.0,hyderbad,tablet
1374,A2374,dataanalyticscourse,82.0,4132.0,247.13,11.0,6.0,0.073,1091.0,hyderabad,tablet
1375,A2375,dataanalytciscourse,151.0,5826.0,226.53,16.0,8.0,0.053,1511.0,hyderabad,desktop
1376,A2376,dataanalyticscourse,162.0,5997.0,240.29,20.0,5.0,0.035,1144.0,hydrebad,mobile
1377,A2377,dataanalytciscourse,197.0,4541.0,243.81,19.0,9.0,0.057,1701.0,hyderabad,desktop
1378,A2378,dataanalytciscourse,133.0,4642.0,184.52,22.0,4.0,0.032,1074.0,hyderabad,desktop
1379,A2379,dataanalyticscourse,194.0,5509.0,235.45,18.0,5.0,0.0,1025.0,hyderbad,tablet
1380,A2380,dataanalyticscourse,169.0,3647.0,194.12,12.0,6.0,0.036,1697.0,hydrebad,desktop
1381,A2381,dataanalyticscourse,149.0,5209.0,183.91,18.0,10.0,0.0,1799.0,hyderabad,desktop
1382,A2382,dataanalytciscourse,124.0,5980.0,200.65,25.0,4.0,0.032,1768.0,hydrebad,desktop
1383,A2383,dataanalyticscourse,170.0,5443.0,235.99,23.0,5.0,0.0,1314.0,hyderabad,mobile
1384,A2384,dataanalyticscourse,127.0,5326.0,226.11,18.0,10.0,0.04,1040.0,hyderabad,mobile
1385,A2385,dataanlyticscourse,114.0,5565.0,210.04,16.0,4.0,0.035,1800.0,hydrebad,desktop
1386,A2386,dataanlyticscourse,154.0,3312.0,203.23,16.0,5.0,0.042,1977.0,hyderabad,desktop
1387,A2387,dataanalyticscourse,0.0,4369.0,225.53,28.0,4.0,0.0,1241.0,hyderabad,tablet
1388,A2388,dataanlyticscourse,126.0,3570.0,214.78,28.0,9.0,0.071,1078.0,hyderbad,tablet
1389,A2389,dataanalytciscourse,0.0,3883.0,225.89,23.0,5.0,0.0,1183.0,hydrebad,mobile
1390,A2390,dataanlyticscourse,125.0,5736.0,197.28,30.0,5.0,0.04,1265.0,hyderbad,mobile
1391,A2391,dataanalyticscourse,197.0,5921.0,214.97,18.0,6.0,0.03,1975.0,hyderbad,desktop
1392,A2392,dataanalytciscourse,98.0,3687.0,206.7,12.0,10.0,0.0,1640.0,hyderabad,mobile
1393,A2393,dataanlyticscourse,164.0,5334.0,203.91,18.0,6.0,0.057,1128.0,hyderbad,desktop
1394,A2394,dataanlyticscourse,111.0,4647.0,247.0,15.0,4.0,0.0,1601.0,hyderbad,desktop
1395,A2395,dataanalyticscourse,191.0,3485.0,212.43,10.0,7.0,0.0,1813.0,hydrebad,mobile
1396,A2396,dataanlyticscourse,149.0,5720.0,211.54,14.0,5.0,0.034,1612.0,hyderabad,desktop
1397,A2397,dataanlyticscourse,183.0,3540.0,222.14,15.0,3.0,0.016,1248.0,hyderabad,mobile
1398,A2398,dataanalytciscourse,198.0,4035.0,215.94,22.0,8.0,0.0,0.0,hydrebad,mobile
1399,A2399,dataanalytciscourse,170.0,3024.0,234.76,11.0,10.0,0.0,1941.0,hyderbad,mobile
1400,A2400,dataanlyticscourse,174.0,4334.0,186.29,12.0,4.0,0.023,1457.0,hydrebad,mobile
1401,A2401,dataanalytciscourse,91.0,4038.0,197.15,23.0,6.0,0.066,1000.0,hyderabad,mobile
1402,A2402,dataanalytciscourse,197.0,4347.0,215.2,20.0,6.0,0.0,1204.0,hyderabad,desktop
1403,A2403,dataanalytciscourse,0.0,5803.0,203.03,16.0,8.0,0.034,1397.0,hyderbad,mobile
1404,A2404,dataanlyticscourse,152.0,4182.0,233.45,19.0,5.0,0.033,1719.0,hyderabad,mobile
1405,A2405,dataanalytciscourse,189.0,4809.0,225.32,27.0,10.0,0.053,1324.0,hyderabad,mobile
1406,A2406,dataanalyticscourse,0.0,5640.0,210.51,13.0,8.0,0.0,1536.0,hyderabad,desktop
1407,A2407,dataanalytciscourse,159.0,3401.0,222.71,18.0,3.0,0.019,1849.0,hyderabad,desktop
1408,A2408,dataanalytciscourse,175.0,5561.0,231.96,20.0,8.0,0.057,1174.0,hyderabad,mobile
1409,A2409,dataanalyticscourse,175.0,5720.0,243.8,17.0,6.0,0.0,0.0,hyderbad,desktop
1410,A2410,dataanalytciscourse,82.0,4898.0,215.11,25.0,8.0,0.098,1776.0,hyderabad,tablet
1411,A2411,dataanalytciscourse,146.0,5871.0,218.69,30.0,4.0,0.0,0.0,hyderabad,desktop
1412,A2412,dataanlyticscourse,85.0,5954.0,201.88,18.0,6.0,0.071,1526.0,hyderbad,tablet
1413,A2413,dataanlyticscourse,128.0,3487.0,236.19,25.0,6.0,0.047,1961.0,hyderabad,tablet
1414,A2414,dataanalyticscourse,153.0,3808.0,189.61,19.0,8.0,0.052,1246.0,hyderabad,tablet
1415,A2415,dataanalytciscourse,192.0,5720.0,243.11,30.0,9.0,0.0,1555.0,hydrebad,mobile
1416,A2416,dataanalytciscourse,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,hyderabad,mobile
1417,A2417,dataanalyticscourse,153.0,4768.0,214.39,25.0,5.0,0.041,1837.0,hydrebad,tablet
1418,A2418,dataanlyticscourse,0.0,5494.0,187.68,23.0,8.0,0.046,1402.0,hyderabad,tablet
1419,A2419,dataanalyticscourse,169.0,0.0,180.58,30.0,7.0,0.049,1661.0,hyderbad,mobile
1420,A2420,dataanalyticscourse,146.0,5173.0,234.26,20.0,7.0,0.048,1089.0,hyderabad,mobile
1421,A2421,dataanalyticscourse,81.0,4808.0,189.19,17.0,9.0,0.111,1759.0,hyderabad,desktop
1422,A2422,dataanalytciscourse,185.0,0.0,234.72,18.0,6.0,0.032,1508.0,hyderabad,desktop
1423,A2423,dataanlyticscourse,90.0,5319.0,208.19,13.0,7.0,0.0,1719.0,hyderabad,tablet
1424,A2424,dataanalyticscourse,155.0,4532.0,203.44,19.0,8.0,0.052,1709.0,hydrebad,desktop
1425,A2425,dataanalytciscourse,125.0,3458.0,180.49,19.0,3.0,0.0,1754.0,hyderbad,tablet
1426,A2426,dataanalyticscourse,151.0,5432.0,204.76,18.0,9.0,0.06,0.0,hydrebad,mobile
1427,A2427,dataanalyticscourse,82.0,3052.0,211.11,12.0,3.0,0.037,1917.0,hyderabad,desktop
1428,A2428,dataanalytciscourse,198.0,5718.0,194.37,13.0,8.0,0.04,1118.0,hydrebad,tablet
1429,A2429,dataanalytciscourse,115.0,4762.0,241.63,20.0,8.0,0.058,1555.0,hyderbad,desktop
1430,A2430,dataanalyticscourse,158.0,4953.0,243.07,20.0,8.0,0.051,1955.0,hyderabad,tablet
1431,A2431,dataanalyticscourse,102.0,3784.0,219.45,13.0,9.0,0.045,1967.0,hyderabad,desktop
1432,A2432,dataanalytciscourse,93.0,0.0,192.81,22.0,7.0,0.075,1726.0,hydrebad,desktop
1433,A2433,dataanalyticscourse,198.0,5860.0,185.25,24.0,9.0,0.041,1950.0,hydrebad,tablet
1434,A2434,dataanalyticscourse,174.0,4169.0,189.36,23.0,8.0,0.046,1110.0,hyderabad,tablet
1435,A2435,dataanlyticscourse,193.0,5831.0,0.0,24.0,5.0,0.0,1265.0,hyderbad,mobile
1436,A2436,dataanalyticscourse,117.0,5269.0,196.1,26.0,0.0,0.0,1096.0,hydrebad,desktop
1437,A2437,dataanalyticscourse,147.0,5793.0,240.32,25.0,5.0,0.049,1645.0,hyderabad,tablet
1438,A2438,dataanalyticscourse,179.0,3338.0,218.33,30.0,7.0,0.039,0.0,hyderabad,desktop
1439,A2439,dataanlyticscourse,194.0,4297.0,237.87,22.0,3.0,0.0,1739.0,hyderabad,desktop
1440,A2440,dataanalyticscourse,112.0,3961.0,214.45,13.0,7.0,0.0,1594.0,hyderabad,desktop
1441,A2441,dataanalyticscourse,88.0,5063.0,195.2,22.0,3.0,0.034,1460.0,hyderabad,mobile
1442,A2442,dataanalytciscourse,172.0,5635.0,200.16,21.0,7.0,0.036,1727.0,hyderbad,mobile
1443,A2443,dataanalytciscourse,81.0,4404.0,239.62,11.0,4.0,0.035,1814.0,hydrebad,mobile
1444,A2444,dataanalyticscourse,142.0,4312.0,213.54,21.0,7.0,0.049,1666.0,hyderabad,desktop
1445,A2445,dataanalyticscourse,111.0,3302.0,193.18,30.0,10.0,0.0,1783.0,hyderbad,mobile
1446,A2446,dataanalyticscourse,81.0,3575.0,192.71,27.0,4.0,0.049,1158.0,hyderabad,tablet
1447,A2447,dataanalytciscourse,112.0,5055.0,213.36,26.0,5.0,0.058,1959.0,hyderabad,desktop
1448,A2448,dataanalyticscourse,101.0,5415.0,236.41,13.0,10.0,0.039,1832.0,hyderabad,tablet
1449,A2449,dataanalyticscourse,166.0,3118.0,212.46,25.0,7.0,0.042,1813.0,hyderabad,tablet
1450,A2450,dataanalyticscourse,0.0,5271.0,0.0,14.0,8.0,0.0,1629.0,hyderabad,mobile
1451,A2451,dataanalytciscourse,148.0,0.0,214.26,21.0,8.0,0.0,1629.0,hyderabad,tablet
1452,A2452,dataanalytciscourse,126.0,5250.0,239.73,30.0,4.0,0.032,1070.0,hydrebad,tablet
1453,A2453,dataanlyticscourse,119.0,4405.0,233.66,25.0,3.0,0.039,1407.0,hyderabad,desktop
1454,A2454,dataanalyticscourse,189.0,5060.0,236.54,26.0,7.0,0.043,1877.0,hyderbad,mobile
1455,A2455,dataanalyticscourse,167.0,3296.0,246.85,29.0,8.0,0.048,1723.0,hydrebad,desktop
1456,A2456,dataanalytciscourse,198.0,3499.0,209.74,30.0,9.0,0.04,1893.0,hyderabad,desktop
1457,A2457,dataanalyticscourse,95.0,3449.0,184.55,10.0,10.0,0.041,1601.0,hyderabad,mobile
1458,A2458,dataanalyticscourse,181.0,3738.0,206.61,16.0,9.0,0.05,1868.0,hyderabad,mobile
1459,A2459,dataanalyticscourse,105.0,4236.0,180.2,12.0,7.0,0.067,0.0,hyderbad,mobile
1460,A2460,dataanalyticscourse,178.0,5751.0,205.34,24.0,10.0,0.0,1903.0,hyderabad,desktop
1461,A2461,dataanalytciscourse,127.0,5050.0,184.77,28.0,9.0,0.071,1906.0,hyderbad,desktop
1462,A2462,dataanlyticscourse,198.0,4773.0,202.54,17.0,10.0,0.0,1082.0,hydrebad,mobile
1463,A2463,dataanalytciscourse,86.0,5652.0,249.13,25.0,7.0,0.081,1981.0,hyderabad,mobile
1464,A2464,dataanalyticscourse,0.0,5085.0,182.42,11.0,7.0,0.0,1109.0,hydrebad,desktop
1465,A2465,dataanalyticscourse,191.0,5070.0,247.41,12.0,4.0,0.0,1266.0,hyderabad,mobile
1466,A2466,dataanalytciscourse,139.0,5879.0,197.9,24.0,4.0,0.029,1476.0,hyderabad,mobile
1467,A2467,dataanalyticscourse,197.0,3620.0,235.19,18.0,7.0,0.036,1740.0,hydrebad,mobile
1468,A2468,dataanalyticscourse,116.0,4250.0,216.66,10.0,9.0,0.078,1877.0,hyderbad,mobile
1469,A2469,dataanalyticscourse,192.0,4850.0,235.42,22.0,10.0,0.052,1124.0,hydrebad,desktop
1470,A2470,dataanalyticscourse,118.0,3815.0,185.78,16.0,4.0,0.0,1093.0,hyderabad,desktop
1471,A2471,dataanlyticscourse,172.0,5741.0,198.44,14.0,4.0,0.023,1755.0,hyderbad,desktop
1472,A2472,dataanalyticscourse,174.0,4272.0,240.77,16.0,7.0,0.041,1004.0,hydrebad,desktop
1473,A2473,dataanalyticscourse,175.0,4974.0,182.22,21.0,5.0,0.0,1300.0,hyderbad,mobile
1474,A2474,dataanalytciscourse,0.0,3215.0,191.22,30.0,7.0,0.0,1588.0,hyderabad,desktop
1475,A2475,dataanalyticscourse,0.0,3723.0,201.32,21.0,8.0,0.0,0.0,hyderbad,tablet
1476,A2476,dataanalytciscourse,103.0,4670.0,203.4,21.0,4.0,0.0,1562.0,hyderabad,mobile
1477,A2477,dataanalytciscourse,187.0,4474.0,182.47,10.0,0.0,0.0,1768.0,hyderabad,tablet
1478,A2478,dataanalytciscourse,0.0,3009.0,195.17,0.0,6.0,0.0,1083.0,hyderbad,tablet
1479,A2479,dataanalytciscourse,109.0,3933.0,189.73,11.0,4.0,0.0,1700.0,hyderabad,desktop
1480,A2480,dataanalyticscourse,118.0,4360.0,232.09,10.0,9.0,0.076,1252.0,hyderabad,desktop
1481,A2481,dataanalyticscourse,164.0,5120.0,185.69,10.0,5.0,0.031,1597.0,hyderabad,tablet
1482,A2482,dataanalyticscourse,166.0,3887.0,192.0,24.0,9.0,0.054,1890.0,hyderbad,tablet
1483,A2483,dataanalytciscourse,88.0,3909.0,189.57,30.0,10.0,0.114,1750.0,hyderbad,desktop
1484,A2484,dataanalyticscourse,125.0,3017.0,232.51,14.0,7.0,0.0,1510.0,hyderbad,tablet
1485,A2485,dataanalyticscourse,0.0,5127.0,206.95,26.0,5.0,0.0,1902.0,hydrebad,desktop
1486,A2486,dataanalyticscourse,151.0,3992.0,212.42,10.0,9.0,0.06,1890.0,hydrebad,tablet
1487,A2487,dataanalyticscourse,182.0,3554.0,181.74,18.0,4.0,0.022,1933.0,hyderabad,tablet
1488,A2488,dataanalytciscourse,84.0,4051.0,196.83,21.0,4.0,0.048,1094.0,hyderabad,mobile
1489,A2489,dataanlyticscourse,127.0,3541.0,239.47,16.0,10.0,0.079,1474.0,hyderbad,tablet
1490,A2490,dataanalyticscourse,104.0,5878.0,228.79,21.0,3.0,0.05,1101.0,hyderbad,mobile
1491,A2491,dataanalyticscourse,161.0,4611.0,228.34,26.0,7.0,0.043,1473.0,hydrebad,tablet
1492,A2492,dataanalyticscourse,141.0,4764.0,187.72,28.0,4.0,0.028,1428.0,hydrebad,mobile
1493,A2493,dataanalytciscourse,186.0,4603.0,191.84,26.0,9.0,0.047,1918.0,hyderabad,desktop
1494,A2494,dataanalyticscourse,0.0,5003.0,195.4,15.0,7.0,0.0,1273.0,hyderbad,desktop
1495,A2495,dataanalyticscourse,124.0,5212.0,190.83,13.0,6.0,0.048,1399.0,hydrebad,desktop
1496,A2496,dataanlyticscourse,97.0,5285.0,249.65,12.0,7.0,0.051,1411.0,hydrebad,desktop
1497,A2497,dataanalyticscourse,111.0,3177.0,224.51,18.0,8.0,0.0,1946.0,hyderabad,desktop
1498,A2498,dataanalyticscourse,93.0,5571.0,185.71,12.0,7.0,0.075,1630.0,hyderabad,tablet
1499,A2499,dataanalyticscourse,92.0,3237.0,245.48,15.0,6.0,0.065,0.0,hyderbad,desktop
1500,A2500,dataanalyticscourse,138.0,5314.0,198.39,17.0,10.0,0.072,1250.0,hyderabad,desktop
1501,A2501,dataanalyticscourse,129.0,4452.0,196.06,10.0,9.0,0.053,1069.0,hyderbad,tablet
1502,A2502,dataanalytciscourse,183.0,3920.0,235.79,20.0,7.0,0.038,1238.0,hyderbad,mobile
1503,A2503,dataanalyticscourse,154.0,4603.0,214.0,20.0,3.0,0.019,1709.0,hyderabad,tablet
1504,A2504,dataanalytciscourse,95.0,4938.0,204.5,12.0,6.0,0.046,1494.0,hydrebad,tablet
1505,A2505,dataanlyticscourse,173.0,5291.0,0.0,23.0,8.0,0.0,1557.0,hyderbad,mobile
1506,A2506,dataanlyticscourse,112.0,4072.0,211.56,17.0,10.0,0.089,1229.0,hyderabad,desktop
1507,A2507,dataanalyticscourse,170.0,5953.0,186.11,25.0,8.0,0.0,1080.0,hydrebad,mobile
1508,A2508,dataanalyticscourse,96.0,0.0,232.87,0.0,10.0,0.053,1162.0,hyderabad,mobile
1509,A2509,dataanalytciscourse,113.0,3104.0,230.92,28.0,9.0,0.08,1422.0,hyderabad,tablet
1510,A2510,dataanlyticscourse,145.0,4882.0,217.25,22.0,3.0,0.021,1814.0,hyderabad,mobile
1511,A2511,dataanlyticscourse,83.0,3212.0,243.86,25.0,4.0,0.048,1612.0,hydrebad,mobile
1512,A2512,dataanalyticscourse,90.0,4973.0,181.04,23.0,5.0,0.056,1039.0,hyderabad,desktop
1513,A2513,dataanalyticscourse,140.0,5227.0,222.57,27.0,3.0,0.021,1527.0,hyderabad,desktop
1514,A2514,dataanalytciscourse,111.0,5434.0,181.05,10.0,5.0,0.045,1627.0,hyderbad,mobile
1515,A2515,dataanalyticscourse,105.0,3300.0,180.25,22.0,10.0,0.095,1640.0,hydrebad,mobile
1516,A2516,dataanalyticscourse,181.0,4857.0,215.59,13.0,8.0,0.044,1883.0,hydrebad,desktop
1517,A2517,dataanalyticscourse,189.0,4019.0,248.09,16.0,6.0,0.045,1378.0,hyderabad,tablet
1518,A2518,dataanalytciscourse,138.0,5495.0,220.69,19.0,5.0,0.036,1624.0,hyderabad,tablet
1519,A2519,dataanalytciscourse,178.0,5218.0,208.92,20.0,7.0,0.039,1714.0,hyderbad,mobile
1520,A2520,dataanalyticscourse,155.0,5996.0,247.54,15.0,5.0,0.032,1883.0,hyderabad,mobile
1521,A2521,dataanlyticscourse,168.0,4932.0,198.95,16.0,7.0,0.052,1301.0,hydrebad,desktop
1522,A2522,dataanalytciscourse,152.0,4498.0,233.81,30.0,6.0,0.039,1090.0,hyderabad,desktop
1523,A2523,dataanlyticscourse,111.0,4164.0,191.04,18.0,9.0,0.0,1687.0,hydrebad,tablet
1524,A2524,dataanalyticscourse,141.0,4329.0,230.44,14.0,6.0,0.043,1610.0,hyderabad,mobile
1525,A2525,dataanalyticscourse,97.0,5764.0,246.15,30.0,7.0,0.0,1345.0,hyderbad,mobile
1526,A2526,dataanalytciscourse,82.0,5430.0,205.46,18.0,5.0,0.061,1435.0,hydrebad,mobile
1527,A2527,dataanalyticscourse,164.0,5179.0,206.72,18.0,9.0,0.055,1213.0,hyderabad,tablet
1528,A2528,dataanalytciscourse,109.0,5707.0,246.86,22.0,4.0,0.034,1980.0,hyderbad,tablet
1529,A2529,dataanalyticscourse,126.0,3263.0,237.54,0.0,9.0,0.0,1364.0,hyderabad,mobile
1530,A2530,dataanalytciscourse,175.0,5718.0,225.4,19.0,6.0,0.057,1001.0,hyderabad,tablet
1531,A2531,dataanlyticscourse,96.0,5075.0,221.28,25.0,3.0,0.038,1937.0,hyderabad,desktop
1532,A2532,dataanlyticscourse,113.0,4473.0,202.3,17.0,5.0,0.044,1049.0,hydrebad,tablet
1533,A2533,dataanalyticscourse,96.0,3979.0,232.44,27.0,7.0,0.0,1140.0,hyderabad,mobile
1534,A2534,dataanalytciscourse,162.0,5688.0,190.31,17.0,5.0,0.031,1556.0,hyderbad,tablet
1535,A2535,dataanlyticscourse,125.0,3546.0,234.02,23.0,10.0,0.0,1072.0,hyderabad,desktop
1536,A2536,dataanalyticscourse,89.0,4188.0,206.71,16.0,4.0,0.045,1382.0,hyderbad,tablet
1537,A2537,dataanlyticscourse,99.0,4134.0,234.04,18.0,3.0,0.03,1683.0,hyderabad,desktop
1538,A2538,dataanalytciscourse,91.0,4710.0,199.18,21.0,9.0,0.099,1431.0,hydrebad,tablet
1539,A2539,dataanlyticscourse,141.0,4654.0,192.19,21.0,6.0,0.043,1932.0,hydrebad,mobile
1540,A2540,dataanalyticscourse,110.0,5509.0,245.38,13.0,8.0,0.048,1539.0,hydrebad,mobile
1541,A2541,dataanalytciscourse,96.0,3091.0,187.57,11.0,0.0,0.0,1737.0,hydrebad,tablet
1542,A2542,dataanalytciscourse,85.0,4653.0,196.73,23.0,6.0,0.071,1032.0,hyderabad,mobile
1543,A2543,dataanalyticscourse,151.0,5389.0,227.07,18.0,10.0,0.057,1318.0,hydrebad,desktop
1544,A2544,dataanalyticscourse,139.0,5290.0,208.43,28.0,4.0,0.051,1022.0,hydrebad,tablet
1545,A2545,dataanalyticscourse,120.0,3060.0,197.96,0.0,8.0,0.067,1679.0,hyderabad,tablet
1546,A2546,dataanalytciscourse,109.0,4444.0,219.46,12.0,9.0,0.083,1159.0,hyderbad,mobile
1547,A2547,dataanalyticscourse,145.0,3509.0,181.11,19.0,10.0,0.048,1627.0,hyderabad,mobile
1548,A2548,dataanalyticscourse,151.0,4675.0,183.02,14.0,7.0,0.046,1000.0,hyderabad,mobile
1549,A2549,dataanalyticscourse,108.0,5869.0,226.93,16.0,7.0,0.065,1633.0,hyderbad,desktop
1550,A2550,dataanalytciscourse,166.0,3992.0,205.9,15.0,8.0,0.048,1899.0,hyderbad,desktop
1551,A2551,dataanlyticscourse,134.0,4172.0,191.8,26.0,5.0,0.037,1170.0,hyderabad,tablet
1552,A2552,dataanalyticscourse,104.0,5926.0,224.63,17.0,8.0,0.0,1239.0,hyderabad,mobile
1553,A2553,dataanalytciscourse,0.0,5785.0,195.39,15.0,10.0,0.0,1296.0,hyderabad,tablet
1554,A2554,dataanlyticscourse,160.0,5664.0,210.58,16.0,9.0,0.0,1836.0,hydrebad,mobile
